"where";"id";"gender";"age";"education";"employment";"is_rescue_worker";"red_cross_commeetee_location";"rescue_worker_qualification";"years_experience";"last_training";"rate_of_activity";"job_qualification";"is_job_qualification_invariant";"is_team_invariant";"neuroticism";"negative_affect";"i1_na";"i2_na";"i3_na";"i4_na";"i5_na";"i1_sr";"i2_sr";"i3_sr";"i4_sr";"i5_sr";"i6_sr";"i7_sr";"self_reproach";"extraversion";"openness";"agreeableness";"nonantagonistic_orientation";"prosocial_orientation";"conscientiousness";"cope_nvi";"social_support";"avoiding_strategies";"positive_attitude";"problem_orientation";"transcendent_orientation";"avoiding_strategies_R";"transcendent_orientation_R";"ptg";"life_appreciation";"new_possibilities";"personal_strength";"spirituality_changes";"interpersonal_relationships";"ies";"avoiding";"intrusivity";"iperarousal";"self_kindness";"self_judgment";"common_humanity";"isolation";"mindfulness";"over_identification";"neg_self_compassion";"pos_self_compassion";"family";"friends";"significant_other"
"lombardia";"EP1727119";"male";55;"Diploma";"Dipendente";"Yes";"Comitato di Desenzano";"Si";"14";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"No";2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;36;26;35;22;13;44;152;25;22;38;43;24;62;16;63;8;17;14;5;19;8;4;4;0;25;23;6;19;18;20;62;49;24;21;20
"lombardia";"ML368228";"female";46;"Diploma";"Dipendente";"Yes";"Comitato di Bergamo";"Si";"11";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Autista";"No";"Yes";14;11;3;0;2;2;4;0;0;0;0;0;3;0;3;39;34;42;29;13;46;164;36;19;44;41;24;65;16;83;15;17;15;7;29;0;0;0;0;22;21;11;20;19;20;61;52;23;24;24
"lombardia";"AA21539";"male";34;"Diploma";"Dipendente";"Yes";"Comitato di Lodi";"Si";"5";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";24;7;0;1;1;3;2;2;2;2;2;4;3;2;17;28;32;26;14;12;19;131;37;25;27;24;18;58;22;6;0;0;6;0;0;12;6;6;0;9;15;5;7;9;6;28;23;16;23;24
"lombardia";"MT640232";"male";59;"Diploma";"Dipendente";"Yes";"Comitato di Lodi";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"No";21;12;2;1;3;3;3;1;1;1;3;1;1;1;9;34;28;34;21;13;34;137;34;21;31;36;15;63;25;74;11;18;16;1;28;4;0;3;1;17;16;12;11;15;14;41;44;12;16;16
"lombardia";"ER0741102";"female";28;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Crema";"Si";"3";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"No";"No";38;17;3;3;3;4;4;3;3;3;3;3;3;3;21;19;30;24;15;9;24;131;33;27;29;24;18;56;22;48;8;11;12;0;17;2;1;1;0;10;11;9;8;8;8;27;27;8;18;19
"lombardia";"SFPZ8";"male";29;"Diploma";"Libero professionista";"Yes";"Comitato di Varese";"Si";"9";"Meno di 6 mesi fa";"1 turno a settimana";"Autista";"Yes";"Yes";13;5;1;1;0;3;0;1;2;1;3;1;0;0;8;41;26;23;18;5;44;138;24;22;33;35;24;61;16;47;11;7;12;3;14;27;18;4;5;12;20;13;17;15;19;56;40;22;20;22
"lombardia";"RD95305";"female";35;"Diploma";"Dipendente";"Yes";"Comitato di Buccinasco";"Si";"16";"Più di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"Yes";30;13;3;1;3;3;3;2;2;3;3;2;1;4;17;34;26;36;23;13;34;131;21;31;33;26;20;50;20;49;7;10;12;0;20;22;8;12;2;9;11;8;7;9;13;31;26;21;10;9
"lombardia";"SG53409B";"female";36;"Diploma";"Studente";"Yes";"Comitato di Cantù";"Si";"3";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"No";4;2;1;0;0;1;0;1;0;0;1;0;0;0;2;44;36;41;25;16;44;139;40;19;38;25;17;64;23;8;0;1;2;0;5;8;1;6;1;20;20;17;14;16;19;53;53;20;22;24
"lombardia";"NR049214";"female";25;"Laurea breve";"Libero professionista";"Yes";"Comitato di Calvisano";"Si";"1";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";27;13;2;3;3;3;2;3;1;1;4;3;2;0;14;26;20;36;22;14;29;136;38;24;30;26;18;60;22;4;1;3;0;0;0;7;5;2;0;12;18;12;11;10;15;44;34;21;24;23
"lombardia";"RN211314";"female";27;"Diploma";"Disoccupato";"Yes";"Comitato di Lainate";"Si";"2";"Più di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";16;7;2;3;2;0;0;2;1;1;3;0;0;2;9;40;36;32;27;5;48;142;25;24;37;44;12;58;28;52;15;10;20;0;7;35;12;19;4;11;9;13;9;14;10;28;38;24;12;24
"lombardia";"SF01009";"male";21;"Diploma";"Studente";"Yes";"Comitato di Lodi";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"No";39;17;3;2;4;4;4;3;4;3;4;4;2;2;22;39;45;37;22;15;20;161;39;33;38;39;12;49;28;65;12;15;11;0;27;29;6;14;9;14;5;11;4;11;4;13;36;17;19;24
"lombardia";"170916";"female";57;"Diploma";"Disoccupato";"Yes";"Comitato di Area Sud Milanese";"Si";"6";"Meno di 6 mesi fa";"1 turno a settimana";"Soccorritore";"Yes";"No";24;9;0;2;3;1;3;3;2;2;3;1;2;2;15;38;20;27;15;12;42;147;32;23;37;29;26;61;14;82;13;15;19;8;27;20;9;9;2;14;14;12;14;15;13;41;41;24;18;21
"lombardia";"AT06676";"male";53;"Diploma";"Dipendente";"Yes";"Comitato di San Donato Milanese";"Si";"7";"Meno di 2 mesi fa";"1 turno a settimana";"Autista";"No";"No";13;7;1;0;3;1;2;0;2;0;2;1;1;0;6;31;28;25;14;11;39;128;22;21;31;38;16;63;24;20;2;5;3;3;7;0;0;0;0;17;15;10;17;16;14;46;43;15;10;9
"lombardia";"UL940030";"female";25;"Diploma";"Dipendente";"Yes";"Comitato di Varedo";"Si";"6";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";15;8;0;3;3;0;2;0;3;0;2;1;1;0;7;42;32;27;19;8;41;145;30;28;42;28;17;54;23;44;8;11;15;1;9;14;10;4;0;14;11;12;13;14;14;38;40;15;15;21
"lombardia";"LT920816";"male";37;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Como";"Si";"19";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Infermiere";"Yes";"No";23;12;3;3;2;2;2;1;2;1;3;1;1;2;11;39;37;27;17;10;35;112;30;16;27;24;15;68;25;46;10;10;11;0;15;7;1;6;0;13;14;9;13;9;12;39;31;24;20;19
"lombardia";"LP9992110";"female";23;"Laurea breve";"Studente";"Yes";"Comitato di Milano";"Si";"2";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";32;14;1;4;3;3;3;3;2;3;2;4;1;3;18;25;30;32;22;10;43;121;14;19;32;36;20;65;20;28;12;4;10;0;2;22;5;12;5;9;7;11;5;13;14;26;33;11;11;10
"lombardia";"TP90573";"female";28;"Laurea breve";"Dipendente";"Yes";"Comitato di Pavia";"Si";"5";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";37;13;3;2;2;3;3;4;3;3;4;3;4;3;24;23;34;23;16;7;36;143;37;22;32;32;20;62;20;23;5;5;6;0;7;16;6;9;1;9;11;7;8;7;10;29;23;10;14;14
"lombardia";"AP15877";"male";50;"Diploma";"Dipendente";"Yes";"Comitato di Lodi";"Si";"13";"Più di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"No";15;10;2;2;2;2;2;2;0;1;2;0;0;0;5;39;26;31;17;14;38;149;27;20;36;47;19;64;21;62;14;8;18;0;22;17;5;12;0;9;17;11;12;15;18;47;35;16;16;16
"lombardia";"CM560325";"male";47;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Palazzolo sull'Oglio";"Si";"1";"Più di 2 mesi fa";"Più di 1 turno a settimana";"Soccorritore";"Yes";"No";18;9;2;1;2;2;2;1;1;2;2;1;1;1;9;31;30;25;16;9;33;135;32;22;32;34;15;61;25;5;3;1;0;0;1;0;0;0;0;15;16;11;12;13;16;44;39;19;24;24
"lombardia";"MN573324";"male";43;"Laurea breve";"Dipendente";"Yes";"Comitato di Medio Verbano";"Si";"12";"Più di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"No";5;2;1;1;0;0;0;0;1;0;1;1;0;0;3;27;18;25;17;8;39;130;25;18;31;39;17;66;23;0;0;0;0;0;0;5;1;4;0;15;11;10;20;16;20;51;41;24;14;24
"lombardia";"RP591212";"male";43;"Diploma";"Dipendente";"Yes";"Comitato di Villasanta";"Si";"24";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"No";14;10;2;1;1;3;3;0;2;0;0;1;1;0;4;31;28;34;23;11;37;136;28;19;36;36;17;65;23;32;6;6;10;0;10;15;6;6;3;12;21;9;17;13;18;56;34;17;17;23
"lombardia";"MC383837";"male";30;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Grandate";"Si";"1";"Meno di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"No";"No";13;7;2;4;0;1;0;2;1;1;1;0;0;1;6;39;26;31;21;10;42;120;16;20;34;30;20;64;20;8;2;0;2;0;4;4;3;1;0;9;20;8;20;11;18;58;28;16;16;8
"lombardia";"EL855037";"female";22;"Diploma";"Dipendente";"Yes";"Comitato di Gallarate";"Si";"1";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"No";"Yes";40;18;4;4;3;4;3;3;4;4;4;4;2;1;22;38;42;37;24;13;36;156;38;37;32;33;16;46;24;0;0;0;0;0;0;58;22;19;17;13;14;9;8;8;9;31;30;22;24;24
"lombardia";"LM 9231123";"female";49;"Diploma";"Dipendente";"Yes";"Comitato di Bergamo Hinterland";"Si";"4";"Più di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"No";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"CD78841";"female";25;"Laurea breve";"Libero professionista";"Yes";"Comitato di Uggiate Trevano";"Si";"5";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"No";25;12;3;3;1;3;2;0;3;2;0;3;2;3;13;34;28;36;27;9;29;138;33;18;33;33;21;66;19;6;3;0;3;0;0;18;9;2;7;9;24;6;19;10;13;56;25;24;24;24
"lombardia";"Rc60713";"male";35;"Laurea magistrale";"Dipendente";"Yes";"Comitato di San Donato Milanese";"Si";"11";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";7;4;1;0;1;1;1;1;1;0;1;0;0;0;3;29;33;31;20;11;34;132;28;22;35;34;13;62;27;25;7;5;4;0;9;17;10;7;0;9;9;13;9;13;15;33;35;8;16;19
"lombardia";"IL676279";"female";25;"Laurea breve";"Studente";"Yes";"Comitato di Lecco";"Si";"8";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";18;6;1;2;1;2;0;2;2;1;2;2;1;2;12;37;34;30;18;12;32;135;29;23;32;31;20;59;20;26;6;2;10;0;8;0;0;0;0;13;22;11;19;11;19;60;35;24;24;18
"lombardia";"Lb839413";"male";63;"Scuola media primaria";"Pensionato";"Yes";"Comitato di Sondrio";"Si";"45";"Meno di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"Yes";19;7;2;2;1;1;1;3;2;3;1;3;0;0;12;40;29;36;22;14;41;158;35;22;37;45;19;62;21;76;11;19;18;1;27;52;18;23;11;8;8;8;13;18;14;35;34;22;21;16
"lombardia";"RS853228";"female";29;"Laurea breve";"Dipendente";"Yes";"Comitato di San Fermo della Battaglia";"Si";"7";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";37;16;4;4;3;3;2;4;2;4;1;3;3;4;21;22;30;41;26;15;34;145;43;24;35;25;18;60;22;55;10;12;14;0;19;26;13;9;4;12;10;11;6;9;8;24;32;17;18;24
"lombardia";"Sb333218";"male";34;"Diploma";"Dipendente";"Yes";"Comitato di Bresso";"Si";"10";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";28;9;1;2;3;1;2;0;2;4;3;4;2;4;19;33;16;11;9;2;23;117;18;21;31;29;18;61;22;15;0;0;15;0;0;9;0;9;0;7;9;8;6;11;8;23;26;19;20;19
"lombardia";"NM412773";"male";48;"Diploma";"Libero professionista";"Yes";"Comitato di Pavia";"Si";"32";"Più di 1 anno fa";"1 turno ogni due settimane";"Autista";"Yes";"No";15;10;4;2;0;1;3;0;3;0;0;2;0;0;5;32;33;37;23;14;42;123;23;16;33;31;20;68;20;20;0;4;4;0;12;16;1;12;3;21;16;10;19;18;16;51;49;22;24;24
"lombardia";"CT30045";"female";50;"Diploma";"Dipendente";"Yes";"Comitato di Sondrio";"Si";"30";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Autista";"No";"Yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"AR997123";"male";52;"Diploma";"Libero professionista";"Yes";"Comitato di Legnano";"Si";"4";"Più di 1 anno fa";"1 turno ogni due settimane";"Autista";"Yes";"Yes";25;11;4;1;2;3;1;1;3;2;3;2;2;1;14;33;28;34;22;12;34;126;26;17;28;29;26;67;14;49;11;7;12;2;17;23;7;9;7;15;18;12;13;16;14;45;43;16;17;16
"lombardia";"EF56023";"male";43;"Diploma";"Dipendente";"Yes";"Comitato di Bergamo";"Si";"24";"Meno di 2 mesi fa";"1 turno al mese";"Autista";"No";"Yes";5;3;2;0;1;0;0;1;1;0;0;0;0;0;2;39;28;39;26;13;42;130;28;17;30;37;18;67;22;54;8;14;12;0;20;4;3;1;0;14;19;10;17;15;18;54;39;23;19;18
"lombardia";"AC505836";"male";55;"Diploma";"Dipendente";"Yes";"Comitato di Legnano";"Si";"27";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";21;11;1;4;2;3;1;2;2;2;3;1;0;0;10;33;24;40;27;13;29;162;33;17;43;37;32;67;8;79;14;16;13;5;31;24;14;9;1;19;14;14;10;15;14;38;48;24;20;21
"lombardia";"pf902412";"male";32;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Varese";"Si";"4";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";18;6;1;1;2;1;1;2;2;2;2;2;0;2;12;28;36;32;20;12;33;167;37;30;37;34;29;51;11;3;2;0;1;0;0;6;2;4;0;20;18;12;11;17;16;45;49;16;19;17
"lombardia";"MP939665";"female";23;"Diploma";"Studente";"Yes";"Comitato di San Donato Milanese";"Si";"3";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";21;10;1;1;3;2;3;2;3;2;1;1;1;1;11;25;30;36;23;13;31;136;24;23;37;35;17;60;23;50;6;9;15;0;20;22;9;11;2;16;20;9;13;14;14;47;39;17;17;17
"lombardia";"vc709626";"male";46;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Basso Lario";"Si";"28";"Più di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"No";9;4;1;1;1;1;0;0;2;0;1;0;2;0;5;37;23;32;21;11;34;138;32;22;36;26;22;61;18;35;11;5;7;1;11;1;0;1;0;17;20;15;16;16;19;55;48;24;20;24
"lombardia";"AC13834";"female";29;"Laurea breve";"Dipendente";"Yes";"Comitato di Settimo Milanese";"Si";"10";"Meno di 2 mesi fa";"1 turno a settimana";"Autista";"No";"Yes";15;9;2;1;4;1;1;0;2;0;1;2;1;0;6;37;28;27;18;9;30;162;41;20;41;40;20;64;20;40;4;8;14;0;14;16;4;5;7;17;17;8;10;16;13;40;41;11;24;23
"lombardia";"OL379957";"male";45;"Laurea magistrale";"Libero professionista";"Yes";"Comitato di Morbegno";"Si";"1";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";10;6;2;1;1;1;1;1;1;0;1;1;0;0;4;29;36;34;22;12;35;138;30;18;34;36;20;66;20;46;9;10;13;0;14;3;0;3;0;13;13;12;17;13;17;47;38;16;16;16
"lombardia";"MP779316";"male";38;"Diploma";"Dipendente";"Yes";"Comitato di Lomazzo";"Si";"5";"Meno di 6 mesi fa";"1 turno a settimana";"Autista";"No";"Yes";11;5;1;1;1;1;1;1;1;1;1;1;1;0;6;32;24;27;18;9;36;126;24;22;32;33;15;60;25;3;0;0;2;0;1;0;0;0;0;11;23;8;20;10;20;63;29;20;20;20
"lombardia";"cs02811";"female";50;"Scuola media primaria";"Disoccupato";"Yes";"Comitato di Milano";"Si";"7";"Più di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"Rc010126";"male";25;"Diploma";"Dipendente";"Yes";"Comitato di Palazzolo sull’Oglio";"Si";"4";"Più di 2 mesi fa";"1 turno ogni due settimane";"Autista";"No";"No";28;11;2;2;3;2;2;2;2;2;4;4;2;1;17;28;26;32;20;12;42;128;29;30;25;24;20;53;20;15;2;5;0;0;8;43;18;18;7;15;16;11;11;12;12;39;38;6;11;19
"lombardia";"GB893133";"male";41;"Diploma";"Libero professionista";"Yes";"Comitato di Gallarate";"Si";"3";"Più di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"Yes";17;7;1;2;1;1;2;0;2;1;3;2;1;1;10;31;26;27;16;11;36;138;34;23;31;30;20;59;20;32;4;5;6;0;17;0;0;0;0;12;15;11;12;14;15;42;37;24;24;24
"lombardia";"1673";"female";25;"Diploma";"Dipendente";"Yes";"Comitato di Varese";"Si";"3";"Più di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";28;9;0;2;3;1;3;3;2;3;4;3;3;1;19;28;24;24;12;12;37;160;45;24;42;39;10;60;30;5;0;0;0;0;5;33;14;7;12;9;7;11;11;11;8;26;31;21;24;17
"lombardia";"TB819025";"male";65;"Scuola media primaria";"Pensionato";"Yes";"Comitato di Ghedi";"Si";"19";"Meno di 1 anno fa";"1 turno al mese";"Capo-squadra";"Yes";"Yes";17;8;1;1;3;1;2;0;1;1;2;1;2;2;9;39;22;41;26;15;36;155;34;25;36;39;21;57;19;76;11;16;15;6;28;56;21;22;13;20;15;12;15;16;13;43;48;20;18;20
"lombardia";"PV10552";"female";26;"Laurea breve";"Studente";"Yes";"Comitato di Uggiate Trevano";"Si";"7";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";12;5;3;0;0;2;0;2;1;1;0;0;1;2;7;34;37;32;19;13;45;143;30;16;37;42;18;68;22;20;0;5;15;0;0;33;8;21;4;11;6;14;15;12;14;35;37;15;18;22
"lombardia";"CE572911";"female";21;"Diploma";"Dipendente";"Yes";"Comitato di Legnano";"Si";"2";"Più di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"Yes";"No";36;16;1;4;4;3;4;2;3;3;4;4;3;1;20;24;25;26;14;12;25;136;30;31;30;25;20;52;20;54;10;12;16;0;16;33;19;5;9;5;9;8;8;8;9;26;21;13;12;14
"lombardia";"OR409332";"male";33;"Diploma";"Dipendente";"Yes";"Comitato di Area Nord Milanese";"Si";"3";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Autista";"No";"Yes";16;13;1;0;4;4;4;0;0;0;0;3;0;0;3;22;23;28;18;10;38;112;17;23;28;25;19;60;21;47;10;9;15;0;13;2;0;2;0;11;15;7;16;9;16;47;27;18;8;24
"lombardia";"GP7070123";"male";38;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Casatenovo";"Si";"2";"Meno di 6 mesi fa";"1 turno al mese";"Soccorritore";"Yes";"Yes";3;2;1;0;1;0;0;0;0;0;1;0;0;0;1;36;40;38;24;14;34;135;25;16;40;38;16;68;24;16;2;4;7;0;3;0;0;0;0;15;20;20;20;20;20;60;55;24;23;19
"lombardia";"gaia230289";"female";63;"Laurea magistrale";"Dipendente";"Yes";"Comitato di San Donato Milanese";"Si";"11";"Più di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";21;12;3;1;2;3;3;1;1;1;1;1;1;3;9;34;34;38;24;14;25;102;17;18;26;27;14;66;26;51;9;12;10;1;19;21;4;14;3;13;19;11;12;12;16;47;36;12;13;12
"lombardia";"VV7007186";"male";30;"Diploma";"Libero professionista";"Yes";"Comitato di Varese";"Si";"8";"Più di 2 mesi fa";"1 turno a settimana";"Autista";"No";"No";24;12;3;1;3;1;4;2;1;1;1;4;3;0;12;22;29;24;18;6;33;138;26;23;37;38;14;61;26;20;0;5;9;0;6;7;6;0;1;12;10;18;12;15;12;34;45;4;10;10
"lombardia";"LG243043";"female";36;"Diploma";"Libero professionista";"Yes";"Comitato di Pavia";"Si";"3";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"No";"No";25;8;0;4;2;0;2;4;3;4;4;1;1;0;17;25;13;21;13;8;41;134;37;24;29;24;20;58;20;0;0;0;0;0;0;0;0;0;0;9;14;9;10;11;15;39;29;18;15;23
"lombardia";"1960";"female";59;"Diploma";"Dipendente";"Yes";"Comitato di Calvisano";"Si";"1";"Meno di 1 anno fa";"1 turno al mese";"Soccorritore";"Yes";"No";11;6;2;1;1;1;1;0;1;1;1;1;1;0;5;42;36;38;24;14;38;144;30;18;36;39;21;65;19;80;12;20;16;5;27;19;6;10;3;18;23;13;17;13;19;59;44;24;24;21
"lombardia";"OS924123";"female";57;"Scuola media primaria";"Disoccupato";"Yes";"Comitato di Codogno";"Si";"15";"Più di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"No";"No";2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;35;37;27;21;6;42;145;22;24;34;46;19;58;21;8;1;0;5;0;2;23;11;11;1;8;10;7;15;19;14;39;34;20;24;24
"lombardia";"AQ48664";"male";37;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Casteggio";"Si";"20";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"No";13;4;1;1;1;1;0;1;2;0;2;2;2;0;9;27;26;33;21;12;31;106;17;20;25;23;21;63;19;45;6;13;13;0;13;3;3;0;0;16;14;11;10;12;11;35;39;23;18;10
"lombardia";"RG446720";"male";58;"Scuola media primaria";"Pensionato";"Yes";"Comitato di Busto Arsizio";"Si";"31";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"No";"Yes";23;10;1;2;3;3;1;1;1;3;3;3;1;1;13;36;22;25;13;12;40;193;39;40;45;47;22;41;18;92;10;22;20;10;30;10;4;5;1;19;16;10;12;14;11;39;43;8;8;9
"lombardia";"PDC099123";"male";24;"Diploma";"Dipendente";"Yes";"Comitato di Palazzolo sull'Oglio";"Si";"4";"Più di 1 anno fa";"1 turno al mese";"Soccorritore";"Yes";"No";33;16;2;4;4;2;4;4;3;4;3;0;0;3;17;36;32;40;28;12;29;132;19;23;40;34;16;61;24;46;15;9;5;0;17;56;15;28;13;16;12;6;5;9;14;31;31;16;4;4
"lombardia";"RA5801102";"female";26;"Laurea magistrale";"Studente";"Yes";"Comitato di Legnano";"Si";"4";"Più di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"No";"No";35;15;4;2;3;3;3;4;3;3;2;2;2;4;20;26;33;29;20;9;29;164;35;25;39;38;27;56;13;26;4;2;3;0;17;0;0;0;0;10;7;7;5;13;10;22;30;18;4;22
"lombardia";"SR279753";"female";44;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Lentate sul Seveso";"Si";"6";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"cb750153";"male";66;"Diploma";"Libero professionista";"Yes";"Comitato di Codogno";"Si";"1";"Più di 1 anno fa";"1 turno a settimana";"Autista";"No";"No";16;14;2;2;2;4;4;0;2;0;0;0;0;0;2;44;42;28;18;10;44;129;18;24;34;33;20;60;20;0;0;0;0;0;0;0;0;0;0;17;21;9;20;18;20;61;44;14;16;9
"lombardia";"RZ86307";"male";49;"Dottorato";"Dipendente";"Yes";"Comitato di Medio Verbano";"Si";"9";"Meno di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"No";"No";20;11;3;2;3;1;2;2;3;2;1;1;0;0;9;21;35;36;24;12;28;136;23;22;42;32;17;62;23;10;4;0;2;0;4;5;0;4;1;5;11;10;10;17;11;32;32;16;20;20
"lombardia";"GM283953";"female";23;"Diploma";"Dipendente";"Yes";"Comitato di Bergamo Hinterland";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"Yes";21;10;1;4;2;2;1;1;2;2;4;2;0;0;11;42;21;33;22;11;41;137;32;24;33;32;16;60;24;51;4;14;9;0;24;29;8;17;4;10;14;10;9;13;7;30;33;24;24;24
"lombardia";"Edf";"male";21;"Diploma";"Studente";"Yes";"Comitato di Varese";"Si";"2";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";19;10;3;1;2;2;2;1;2;1;1;1;2;1;9;31;25;32;22;10;25;119;26;23;26;22;22;61;18;21;3;5;4;2;7;14;4;6;4;13;16;8;14;11;17;47;32;11;8;11
"lombardia";"PM48264";"female";39;"Diploma";"Dipendente";"Yes";"Comitato di Gallarate";"Si";"2";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"No";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"IL2435178";"female";35;"Laurea breve";"Dipendente";"Yes";"Comitato di Brugherio";"Si";"14";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";26;13;3;3;2;2;3;3;1;3;3;1;1;1;13;25;30;29;20;9;31;124;28;21;32;23;20;62;20;36;8;10;7;1;10;23;8;7;8;10;12;6;8;7;12;32;23;13;16;19
"lombardia";"Sr94717";"female";26;"Diploma";"Dipendente";"Yes";"Comitato di Valceresio";"Si";"4";"Più di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"No";"Yes";19;6;1;1;1;2;1;2;1;1;3;3;2;1;13;39;21;31;20;11;44;130;34;24;25;24;23;59;17;49;9;10;8;3;19;57;16;28;13;14;13;13;12;11;12;37;38;23;24;23
